course_id,category
214512635,0
214512637,0
214512641,0
214512643,0
214512645,0
214512647,0
214512650,0
214512652,0
214512654,0
214512656,0
214512658,0
214512660,0
214512662,0
214512665,0
214512667,0
214512669,0
214512671,0
214512673,0
214512675,0
214512677,0
214512680,0
214512682,0
214512684,0
214512686,0
214513040,0
214513052,0
214513057,0
214513061,0
214513063,0
214513065,0
214513155,0
214513170,0
214513243,0
214513284,0
214513286,0
214513288,0
214513290,0
214513295,0
214513297,0
214513299,0
214513301,0
214513314,0
214513316,0
214513320,0
214513322,0
214513327,0
214513329,0
214513331,0
214513333,0
214513335,0
214513337,0
214513340,0
214513342,0
214513344,0
214513346,0
214513348,0
214513350,0
214513352,0
214513355,0
214513357,0
214513359,0
214513361,0
214513363,0
214513365,0
214513367,0
214513370,0
214513372,0
214513374,0
214513376,0
214513378,0
214513380,0
214513382,0
214513385,0
214513387,0
214513389,0
214513391,0
214513393,0
214513397,0
214513402,0
214513404,0
214513406,0
214513408,0
214513415,0
214513417,0
214513421,0
214513423,0
214513425,0
214513627,0
214513948,0
214513952,0
214513959,0
214514220,0
214514222,0
214514225,0
214514227,0
214514229,0
214514231,0
214514233,0
214514235,0
214514237,0
214514240,0
214514242,0
214514244,0
214514246,0
214514248,0
214514250,0
214514252,0
214514255,0
214514257,0
214514259,0
214514261,0
214514263,0
214514265,0
214514267,0
214514270,0
214514272,0
214514274,0
214514276,0
214514278,0
214514280,0
214514282,0
214514285,0
214514287,0
214514289,0
214514291,0
214514293,0
214514295,0
214514310,0
214514317,0
214514319,0
214514321,0
214514323,0
214514325,0
214514439,0
214514460,0
214514484,0
214514527,0
214514533,0
214514540,0
214514595,0
214514640,0
214514685,0
214514709,0
214514732,0
214514756,0
214514780,0
214515405,0
214515480,0
214515495,0
214515510,0
214515823,0
214515825,0
214515830,0
214515834,0
214515836,0
214515842,0
214515845,0
214515847,0
214515853,0
214515870,0
214515872,0
214515881,0
214515883,0
214515997,0
214515999,0
214516001,0
214516003,0
214516005,0
214516012,0
214516014,0
214516020,0
214516025,0
214516027,0
214516031,0
214516033,0
214516040,0
214516042,0
214516046,0
214516048,0
214516055,0
214516057,0
214516059,0
214516061,0
214516065,0
214516080,0
214516085,0
214516087,0
214516108,0
214516110,0
214516112,0
214516115,0
214516117,0
214516119,0
214516121,0
214516123,0
214516127,0
214516132,0
214516136,0
214516138,0
214516140,0
214516142,0
214516147,0
214516149,0
214516151,0
214516166,0
214516172,0
214516185,0
214516187,0
214516194,0
214516196,0
214516207,0
214516213,0
214516215,0
214516217,0
214516220,0
214516228,0
214516230,0
214516622,0
214516708,0
214516723,0
214516738,0
214516740,0
214516749,0
214516766,0
214516768,0
214516790,0
214516794,0
214516822,0
214516895,0
214517443,0
214517445,0
214517450,0
214517452,0
214517454,0
214517880,0
214518555,0
214518594,0
214518626,0
214518637,0
214518639,0
214518641,0
214518643,0
214518650,0
214518652,0
214518690,0
214518707,0
214518817,0
214518823,0
214518836,0
214519284,0
214521142,0
214523606,0
214523610,0
214523632,0
214523679,0
214523681,0
214523690,0
214523692,0
214523700,0
214523709,0
214523992,0
214524632,0
214526000,0
214526083,0
214526190,0
214526197,0
214526657,0
214526664,0
214527028,0
214527069,0
214527090,0
214527159,0
214527519,0
214530247,0
214530264,0
214530266,0
214530275,0
214530281,0
214530358,0
214530365,0
214530367,0
214530369,0
214530371,0
214530373,0
214530375,0
214530377,0
214530380,0
214530384,0
214530386,0
214530410,0
214530412,0
214530429,0
214530433,0
214530437,0
214530444,0
214530450,0
214530457,0
214530459,0
214530463,0
214530465,0
214530470,0
214530474,0
214530482,0
214530485,0
214530487,0
214530489,0
214530491,0
214530493,0
214530497,0
214530500,0
214530502,0
214530504,0
214530506,0
214530508,0
214530510,0
214530512,0
214530517,0
214530523,0
214530525,0
214530527,0
214530530,0
214530534,0
214530542,0
214530549,0
214530551,0
214530553,0
214530555,0
214530557,0
214530562,0
214530566,0
214530568,0
214530570,0
214530572,0
214530575,0
214530577,0
214530581,0
214530665,0
214530667,0
214530669,0
214530673,0
214530675,0
214530677,0
214530680,0
214530682,0
214530684,0
214530686,0
214530688,0
214530690,0
214530695,0
214530697,0
214530701,0
214530703,0
214530705,0
214530710,0
214530712,0
214530714,0
214530716,0
214530718,0
214530725,0
214530729,0
214530731,0
214530733,0
214530735,0
214530737,0
214530740,0
214530744,0
214530748,0
214530774,0
214530776,0
214530778,0
214530780,0
214530787,0
214530789,0
214530791,0
214530795,0
214530797,0
214530800,0
214530802,0
214530817,0
214530819,0
214530842,0
214530845,0
214530855,0
214530857,0
214530860,0
214530864,0
214530866,0
214530868,0
214530872,0
214530875,0
214530877,0
214530879,0
214530883,0
214530885,0
214530887,0
214530890,0
214530894,0
214530896,0
214530898,0
214530900,0
214530905,0
214530907,0
214530909,0
214530922,0
214530937,0
214530939,0
214530943,0
214530945,0
214530947,0
214530950,0
214530952,0
214530954,0
214530958,0
214530982,0
214530984,0
214530986,0
214530988,0
214530990,0
214530992,0
214530995,0
214530997,0
214531001,0
214531003,0
214531005,0
214531007,0
214531010,0
214531012,0
214531014,0
214531016,0
214531018,0
214531022,0
214531074,0
214531078,0
214531130,0
214531132,0
214531134,0
214531136,0
214531138,0
214531140,0
214531142,0
214531145,0
214531147,0
214531151,0
214531153,0
214531155,0
214531157,0
214531179,0
214531185,0
214531190,0
214531194,0
214531305,0
214531307,0
214531314,0
214531316,0
214531318,0
214531320,0
214531322,0
214531327,0
214531329,0
214531331,0
214531333,0
214531335,0
214531337,0
214531352,0
214531355,0
214531357,0
214531359,0
214531361,0
214531363,0
214531365,0
214531367,0
214531372,0
214531376,0
214531378,0
214531393,0
214531395,0
214531397,0
214531402,0
214531410,0
214531434,0
214531436,0
214531438,0
214531440,0
214531442,0
214531445,0
214531464,0
214531466,0
214531472,0
214531475,0
214531483,0
214531485,0
214531490,0
214531502,0
214531505,0
214531509,0
214531513,0
214531517,0
214531532,0
214531539,0
214531543,0
214531545,0
214531547,0
214531550,0
214531560,0
214531562,0
214531565,0
214531567,0
214531569,0
214531573,0
214531580,0
214531582,0
214531584,0
214531592,0
214531597,0
214531599,0
214531601,0
214531603,0
214531610,0
214531612,0
214531614,0
214531618,0
214531620,0
214531622,0
214531652,0
214531655,0
214531659,0
214531667,0
214531676,0
214531712,0
214531717,0
214531719,0
214531723,0
214531727,0
214531757,0
214531800,0
214531802,0
214531805,0
214531813,0
214531822,0
214531830,0
214531858,0
214531862,0
214531865,0
214531873,0
214531877,0
214531890,0
214531895,0
214531897,0
214531899,0
214531901,0
214531903,0
214531905,0
214531907,0
214531910,0
214531914,0
214531916,0
214531922,0
214531925,0
214531929,0
214531931,0
214531937,0
214531948,0
214531950,0
214531952,0
214531955,0
214531957,0
214531959,0
214531961,0
214531965,0
214531967,0
214531982,0
214531997,0
214532000,0
214532002,0
214532006,0
214532008,0
214532015,0
214532023,0
214532025,0
214532027,0
214532030,0
214532036,0
214532038,0
214532040,0
214532051,0
214532064,0
214532070,0
214532072,0
214532081,0
214532087,0
214532096,0
214532098,0
214532102,0
214532105,0
214532107,0
214532109,0
214532111,0
214532113,0
214532115,0
214532117,0
214532137,0
214532139,0
214532141,0
214532143,0
214532147,0
214532150,0
214532154,0
214532156,0
214532158,0
214532165,0
214532182,0
214532184,0
214532190,0
214532197,0
214532205,0
214532207,0
214532210,0
214532246,0
214532248,0
214532252,0
214532255,0
214532267,0
214532270,0
214532272,0
214532280,0
214532287,0
214532295,0
214532297,0
214532300,0
214532302,0
214532304,0
214532306,0
214532310,0
214532312,0
214532315,0
214532349,0
214532351,0
214532353,0
214532370,0
214532372,0
214532375,0
214532377,0
214532394,0
214532396,0
214532400,0
214532417,0
214532445,0
214532447,0
214532452,0
214532477,0
214532484,0
214532486,0
214532505,0
214532510,0
214532516,0
214532518,0
214532522,0
214532525,0
214532531,0
214532540,0
214532544,0
214532565,0
214532567,0
214532570,0
214532597,0
214532600,0
214532617,0
214532623,0
214532668,0
214532670,0
214532672,0
214532698,0
214532705,0
214532707,0
214532715,0
214532730,0
214532732,0
214532739,0
214532741,0
214532752,0
214532756,0
214532758,0
214532760,0
214532762,0
214532765,0
214532767,0
214532771,0
214532773,0
214532777,0
214532782,0
214532784,0
214532788,0
214532790,0
214532801,0
214532803,0
214532805,0
214532812,0
214532814,0
214532816,0
214532831,0
214532833,0
214532835,0
214532837,0
214532844,0
214532846,0
214532848,0
214532852,0
214532855,0
214532857,0
214532859,0
214532863,0
214532865,0
214532867,0
214532878,0
214532906,0
214532932,0
214532934,0
214532938,0
214532940,0
214532942,0
214532945,0
214532949,0
214532951,0
214532955,0
214532957,0
214532966,0
214532972,0
214532983,0
214532998,0
214533000,0
214533002,0
214533009,0
214533013,0
214533017,0
214533020,0
214533022,0
214533026,0
214533050,0
214533103,0
214533105,0
214533155,0
214533180,0
214533187,0
214533189,0
214533230,0
214533234,0
214533236,0
214533238,0
214533242,0
214533245,0
214533247,0
214533249,0
214533251,0
214533253,0
214533257,0
214533262,0
214533264,0
214533268,0
214533272,0
214533279,0
214533287,0
214533315,0
214533337,0
214533350,0
214533367,0
214533369,0
214533371,0
214533373,0
214533375,0
214533388,0
214533422,0
214533470,0
214533480,0
214533482,0
214533489,0
214533491,0
214533500,0
214533506,0
214533508,0
214533521,0
214533523,0
214533538,0
214533540,0
214533551,0
214533553,0
214533560,0
214533562,0
214533566,0
214533568,0
214533570,0
214533575,0
214533577,0
214533707,0
214533712,0
214533718,0
214533727,0
214533729,0
214533731,0
214533733,0
214533737,0
214533740,0
214533742,0
214533748,0
214533750,0
214533755,0
214533757,0
214533761,0
214533763,0
214533774,0
214533778,0
214533782,0
214533785,0
214533787,0
214533789,0
214533791,0
214533793,0
214533797,0
214533800,0
214533804,0
214533806,0
214533810,0
214533819,0
214533821,0
214533827,0
214533832,0
214533836,0
214533922,0
214534136,0
214534142,0
214534145,0
214534147,0
214534155,0
214534181,0
214534187,0
214534190,0
214534194,0
214534196,0
214534198,0
214534202,0
214534211,0
214534215,0
214534217,0
214534220,0
214534224,0
214534237,0
214534239,0
214534241,0
214534245,0
214534250,0
214534254,0
214534256,0
214534258,0
214534267,0
214534271,0
214534273,0
214534275,0
214534280,0
214534282,0
214534284,0
214534297,0
214534301,0
214534303,0
214534305,0
214534329,0
214534331,0
214534333,0
214534340,0
214534342,0
214534350,0
214534352,0
214534355,0
214534359,0
214534361,0
214534367,0
214534370,0
214534378,0
214534380,0
214534387,0
214534415,0
214534427,0
214534430,0
214534432,0
214534436,0
214534438,0
214534440,0
214534449,0
214534451,0
214534453,0
214534455,0
214534457,0
214534464,0
214534475,0
214534477,0
214534479,0
214534494,0
214534507,0
214534509,0
214534511,0
214534515,0
214534517,0
214534526,0
214534528,0
214534539,0
214534541,0
214534543,0
214534545,0
214534547,0
214534550,0
214534552,0
214534554,0
214534556,0
214534560,0
214534562,0
214534567,0
214534569,0
214534571,0
214534573,0
214534577,0
214534580,0
214534582,0
214534584,0
214534588,0
214534592,0
214534597,0
214534599,0
214534601,0
214534603,0
214534607,0
214534610,0
214534612,0
214534620,0
214534625,0
214534627,0
214534631,0
214534635,0
214534640,0
214534644,0
214534655,0
214534659,0
214534661,0
214534663,0
214534665,0
214534667,0
214534670,0
214534672,0
214534676,0
214534678,0
214534682,0
214534685,0
214534689,0
214534691,0
214534693,0
214534695,0
214534700,0
214534702,0
214534704,0
214534706,0
214534708,0
214534717,0
214534736,0
214534738,0
214534742,0
214534747,0
214534751,0
214534753,0
214534755,0
214534757,0
214534764,0
214534766,0
214534768,0
214534770,0
214534772,0
214534779,0
214534783,0
214534785,0
214534787,0
214534792,0
214534794,0
214534796,0
214534798,0
214534800,0
214534807,0
214534809,0
214534815,0
214534817,0
214534820,0
214534822,0
214534826,0
214534830,0
214534832,0
214534835,0
214534841,0
214534843,0
214534845,0
214534847,0
214534850,0
214534852,0
214534854,0
214534856,0
214534858,0
214534860,0
214534867,0
214534871,0
214534875,0
214534880,0
214534892,0
214534907,0
214534912,0
214534916,0
214534993,0
214534995,0
214535002,0
214535004,0
214535006,0
214535010,0
214535015,0
214535027,0
214535030,0
214535034,0
214535038,0
214535042,0
214535047,0
214535049,0
214535051,0
214535053,0
214535057,0
214535060,0
214535064,0
214535066,0
214535068,0
214535072,0
214535079,0
214535081,0
214535083,0
214535085,0
214535087,0
214535092,0
214535094,0
214535100,0
214535102,0
214535124,0
214535130,0
214535132,0
214535156,0
214535162,0
214535177,0
214535188,0
214535192,0
214535197,0
214535261,0
214535293,0
214535355,0
214535407,0
214535409,0
214535413,0
214535417,0
214535420,0
214535422,0
214535426,0
214535428,0
214535430,0
214535439,0
214535441,0
214535443,0
214535445,0
214535447,0
214535456,0
214535458,0
214535460,0
214535465,0
214535469,0
214535471,0
214535484,0
214535499,0
214535522,0
214535531,0
214535548,0
214535563,0
214535565,0
214535567,0
214535570,0
214535572,0
214535589,0
214535591,0
214535593,0
214535595,0
214535600,0
214535602,0
214535606,0
214535608,0
214535610,0
214535617,0
214535621,0
214535623,0
214535630,0
214535632,0
214535634,0
214535638,0
214535645,0
214535649,0
214535651,0
214535653,0
214535655,0
214535662,0
214535666,0
214535670,0
214535672,0
214535675,0
214535677,0
214535681,0
214535683,0
214535685,0
214535687,0
214535692,0
214535694,0
214535700,0
214535705,0
214535707,0
214535709,0
214535711,0
214535713,0
214535715,0
214535717,0
214535722,0
214535728,0
214535730,0
214535737,0
214535750,0
214535752,0
214535760,0
214535902,0
214535930,0
214535932,0
214535934,0
214535936,0
214535964,0
214535985,0
214536039,0
214536054,0
214536080,0
214536095,0
214536163,0
214536165,0
214536174,0
214536176,0
214536185,0
214536187,0
214536189,0
214536193,0
214536195,0
214536197,0
214536202,0
214536221,0
214536236,0
214536238,0
214536240,0
214536247,0
214536255,0
214536257,0
214536279,0
214536281,0
214536283,0
214536287,0
214536290,0
214536292,0
214536294,0
214536296,0
214536298,0
214536300,0
214536302,0
214536307,0
214536311,0
214536315,0
214536317,0
214536320,0
214536322,0
214536326,0
214536330,0
214536347,0
214536350,0
214536360,0
214536362,0
214536365,0
214536367,0
214536369,0
214536373,0
214536377,0
214536380,0
214536382,0
214536384,0
214536386,0
214536388,0
214536390,0
214536392,0
214536395,0
214536399,0
214536401,0
214536403,0
214536405,0
214536407,0
214536412,0
214536414,0
214536418,0
214536422,0
214536425,0
214536427,0
214536431,0
214536435,0
214536437,0
214536440,0
214536446,0
214536448,0
214536452,0
214536455,0
214536457,0
214536459,0
214536463,0
214536478,0
214536480,0
214536489,0
214536500,0
214536502,0
214536506,0
214536517,0
214536519,0
214536521,0
214536523,0
214536527,0
214536532,0
214536534,0
214536536,0
214536538,0
214536540,0
214536547,0
214536549,0
214536553,0
214536557,0
214536560,0
214536562,0
214536564,0
214536566,0
214536568,0
214536570,0
214536572,0
214536575,0
214536577,0
214536581,0
214536583,0
214536590,0
214536594,0
214536596,0
214536598,0
214536600,0
214536607,0
214536611,0
214536613,0
214536615,0
214536620,0
214536647,0
214536652,0
214536697,0
214536699,0
214536703,0
214536712,0
214536714,0
214536716,0
214536720,0
214536722,0
214536750,0
214536778,0
214536793,0
214536795,0
214536797,0
214536806,0
214536819,0
214536821,0
214536823,0
214536825,0
214536827,0
214536832,0
214536834,0
214536838,0
214536847,0
214536849,0
214536853,0
214536860,0
214536864,0
214536866,0
214536868,0
214536872,0
214536877,0
214536879,0
214536883,0
214536885,0
214536887,0
214536890,0
214536892,0
214536894,0
214536907,0
214536913,0
214536915,0
214536922,0
214536928,0
214536932,0
214536935,0
214536937,0
214536941,0
214536943,0
214536945,0
214536947,0
214536950,0
214536954,0
214536958,0
214536962,0
214536965,0
214536967,0
214536971,0
214536984,0
214537012,0
214537014,0
214537020,0
214537022,0
214537025,0
214537029,0
214537031,0
214537033,0
214537037,0
214537040,0
214537042,0
214537044,0
214537046,0
214537048,0
214537050,0
214537057,0
214537059,0
214537061,0
214537065,0
214537070,0
214537072,0
214537074,0
214537076,0
214537078,0
214537080,0
214537100,0
214537102,0
214537104,0
214537106,0
214537108,0
214537112,0
214537115,0
214537119,0
214537121,0
214537123,0
214537125,0
214537127,0
214537130,0
214537132,0
214537140,0
214537147,0
214537149,0
214537151,0
214537153,0
214537155,0
214537157,0
214537160,0
214537162,0
214537164,0
214537168,0
214537170,0
214537172,0
214537175,0
214537177,0
214537179,0
214537181,0
214537183,0
214537185,0
214537187,0
214537190,0
214537196,0
214537198,0
214537215,0
214537217,0
214537220,0
214537226,0
214537239,0
214537241,0
214537243,0
214537245,0
214537247,0
214537250,0
214537252,0
214537254,0
214537256,0
214537260,0
214537262,0
214537269,0
214537271,0
214537273,0
214537275,0
214537277,0
214537280,0
214537282,0
214537286,0
214537290,0
214537299,0
214537301,0
214537305,0
214537307,0
214537310,0
214537342,0
214537344,0
214537352,0
214537355,0
214537357,0
214537361,0
214537363,0
214537365,0
214537372,0
214537374,0
214537376,0
214537378,0
214537380,0
214537382,0
214537385,0
214537387,0
214537402,0
214537406,0
214537410,0
214537415,0
214537417,0
214537419,0
214537434,0
214537436,0
214537447,0
214537455,0
214537457,0
214537460,0
214537464,0
214537466,0
214537468,0
214537470,0
214537477,0
214537479,0
214537483,0
214537485,0
214537487,0
214537490,0
214537492,0
214537494,0
214537496,0
214537498,0
214537515,0
214537517,0
214537520,0
214537522,0
214537524,0
214537526,0
214537528,0
214537530,0
214537532,0
214537535,0
214537537,0
214537541,0
214537543,0
214537545,0
214537547,0
214537550,0
214537552,0
214537554,0
214537565,0
214537592,0
214537640,0
214537650,0
214537655,0
214537661,0
214537663,0
214537665,0
214537667,0
214537670,0
214537672,0
214537674,0
214537678,0
214537682,0
214537685,0
214537706,0
214537708,0
214537710,0
214537715,0
214537717,0
214537719,0
214537742,0
214537745,0
214537747,0
214537751,0
214537753,0
214537755,0
214537760,0
214537764,0
214537766,0
214537770,0
214537775,0
214537779,0
214537796,0
214537811,0
214537820,0
214537826,0
214537830,0
214537832,0
214537837,0
214537841,0
214537845,0
214537847,0
214537850,0
214537856,0
214537867,0
214537877,0
214537880,0
214537882,0
214537888,0
214537890,0
214537895,0
214537897,0
214537899,0
214537903,0
214537905,0
214537916,0
214537920,0
214537922,0
214537925,0
214537927,0
214537929,0
214537931,0
214537933,0
214537935,0
214537940,0
214537942,0
214537944,0
214537952,0
214537955,0
214537963,0
214537967,0
214537970,0
214537972,0
214537978,0
214537980,0
214537982,0
214537985,0
214537987,0
214537989,0
214537993,0
214537995,0
214537997,0
214538000,0
214538002,0
214538006,0
214538008,0
214538010,0
214538027,0
214538030,0
214538032,0
214538036,0
214538042,0
214538064,0
214538068,0
214538070,0
214538077,0
214538079,0
214538081,0
214538083,0
214538087,0
214538190,0
214538192,0
214538195,0
214538197,0
214538199,0
214538201,0
214538203,0
214538229,0
214538231,0
214538233,0
214538235,0
214538240,0
214538242,0
214538244,0
214538252,0
214538255,0
214538257,0
214538267,0
214538270,0
214538274,0
214538276,0
214538278,0
214538282,0
214538285,0
214538287,0
214538297,0
214538300,0
214538302,0
214538304,0
214538306,0
214538308,0
214538310,0
214538312,0
214538315,0
214538317,0
214538319,0
214538321,0
214538323,0
214538325,0
214538340,0
214538342,0
214538345,0
214538364,0
214538366,0
214538370,0
214538372,0
214538377,0
214538379,0
214538390,0
214538392,0
214538415,0
214538417,0
214538428,0
214538430,0
214538439,0
214538462,0
214538465,0
214538467,0
214538469,0
214538471,0
214538475,0
214538477,0
214538484,0
214538486,0
214538488,0
214538490,0
214538495,0
214538499,0
214538501,0
214538514,0
214538527,0
214538567,0
214538572,0
214538574,0
214538582,0
214538585,0
214538587,0
214538591,0
214538593,0
214538597,0
214538630,0
214538632,0
214538640,0
214538647,0
214538660,0
214538664,0
214538670,0
214538677,0
214538679,0
214538685,0
214538700,0
214538702,0
214538711,0
214538728,0
214538735,0
214538747,0
214538750,0
214538754,0
214538758,0
214538762,0
214538767,0
214538769,0
214538790,0
214538807,0
214538814,0
214538816,0
214538820,0
214538829,0
214538831,0
214538835,0
214538840,0
214538842,0
214538844,0
214538846,0
214538861,0
214538865,0
214538867,0
214538870,0
214538874,0
214538876,0
214538878,0
214538889,0
214538893,0
214538919,0
214538925,0
214538945,0
214538951,0
214538953,0
214538964,0
214538979,0
214538981,0
214538985,0
214538987,0
214538992,0
214538994,0
214538996,0
214539000,0
214539002,0
214539005,0
214539007,0
214539013,0
214539020,0
214539024,0
214539028,0
214539035,0
214539037,0
214539039,0
214539043,0
214539045,0
214539050,0
214539052,0
214539054,0
214539056,0
214539058,0
214539060,0
214539067,0
214539069,0
214539071,0
214539073,0
214539075,0
214539080,0
214539082,0
214539084,0
214539086,0
214539099,0
214539105,0
214539110,0
214539112,0
214539135,0
214539140,0
214539146,0
214539148,0
214539150,0
214539163,0
214539165,0
214539167,0
214539174,0
214539182,0
214539193,0
214539195,0
214539197,0
214539202,0
214539204,0
214539206,0
214539208,0
214539210,0
214539212,0
214539215,0
214539217,0
214539219,0
214539223,0
214539225,0
214539230,0
214539232,0
214539236,0
214539238,0
214539240,0
214539242,0
214539245,0
214539247,0
214539251,0
214539253,0
214539260,0
214539262,0
214539264,0
214539266,0
214539268,0
214539272,0
214539275,0
214539277,0
214539279,0
214539281,0
214539283,0
214539285,0
214539287,0
214539290,0
214539294,0
214539296,0
214539298,0
214539307,0
214539309,0
214539311,0
214539315,0
214539317,0
214539326,0
214539330,0
214539332,0
214539335,0
214539337,0
214539339,0
214539341,0
214539345,0
214539347,0
214539350,0
214539352,0
214539354,0
214539356,0
214539358,0
214539360,0
214539362,0
214539365,0
214539367,0
214539369,0
214539373,0
214539384,0
214539386,0
214539388,0
214539390,0
214539392,0
214539397,0
214539399,0
214539403,0
214539405,0
214539407,0
214539410,0
214539412,0
214539414,0
214539416,0
214539418,0
214539420,0
214539422,0
214539429,0
214539431,0
214539433,0
214539435,0
214539442,0
214539448,0
214539455,0
214539465,0
214539482,0
214539489,0
214539493,0
214539504,0
214539506,0
214539508,0
214539510,0
214539512,0
214539515,0
214539517,0
214539519,0
214539523,0
214539525,0
214539527,0
214539530,0
214539532,0
214539534,0
214539540,0
214539545,0
214539547,0
214539549,0
214539551,0
214539568,0
214539570,0
214539587,0
214539590,0
214539592,0
214539613,0
